Designator,Mid X,Mid Y,Rotation,Layer
J1,126.675,-97.675,90.0,bottom
J2,168.675,-97.675,270.0,bottom
J3,147.680001,-121.4,270.0,top
J4,155.575,-97.675,0.0,top
J5,139.725,-97.675,0.0,top
J6,147.67,-73.915,90.0,top
