Designator,Footprint,Quantity,Value,LCSC Part #
"J1, J2",SAMTEC_LSHM-130-XX.X-XXX-DV-A-S-K-XX,2,LSHM-130-XX.X-XXX-DV-A-S-K-XX,
"J18, J3",PinHeader_2x08_P2.54mm_Vertical_SMD,2,Conn_02x08_Odd_Even,
"J4, J5",PinHeader_2x15_P2.54mm_Horizontal,2,Conn_02x15_Odd_Even,
"PCB, TP1, TP2, TP3, TP4",MountingHole_2.2mm_M2_Pad_Via,5,Mounting Hole,
